0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.861374541992678933e-01,0.000000000000000000e+00,2.759007619834812908e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.684970791693814807e-01,5.471440114690295786e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.108420556148046243e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.693692996852457888e+00,3.340832649812977895e+00,5.696354476091530117e+00,1.270160355159823240e+01,7.703612910037008099e+00
1.046521938238002569e+01,1.103077949671964042e+01,1.609325218409844283e+01,1.233176815604931065e+01,1.295604633946038042e+01
1.292464637490090418e+01,7.311603544643414665e+00,8.583562758953840799e+00,7.933669423527175191e+00,8.464045499916441173e+00
7.207044093190038581e+00,6.059341301625233989e+00,4.342013709215770234e+00,8.134160880575661778e+00,5.881655005527456126e+00
6.206361841105163535e+00,7.085838539462077534e+00,6.782485157743028736e+00,5.853653628924400998e+00,8.007473519792370098e+00
5.807583040883327996e+00,6.223759665225957249e+00,5.971682944421642603e+00,7.829402020871407686e+00,5.058290841120699710e+00
5.650656614354540253e+00,6.478608825611928523e+00,6.129188346722288294e+00,6.522262837714741579e+00,7.985011713619944551e+00
7.797294639786494841e+00,6.889785109754705594e+00,6.393483781266860788e+00,6.007261135429311949e+00,5.566036755837800776e+00
6.253118042171105451e+00,4.057916943889110506e+00,1.333787123820651566e+00,2.726037631115208359e+00,2.669140591058758005e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.832328291006267429e-01,4.020071523809425340e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
